AnneeChiffre;Date_Naissance;LieuNaissance;Sexe;Jugement;DateJugement;Centre
2017;13/08/2005;MBENGHANE;Masculin;Oui;09/02/2017;Principal
2017;05/04/1990;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2018;04/06/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2017;25/10/2010;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;05/07/2008;DAROU SINE;Feminin;Oui;09/02/2017;Principal
2018;27/05/2018;FISSEL 2;Masculin;Non;NULL;Principal
2017;14/12/1999;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;27/11/2016;SOMB;Masculin;Non;NULL;Principal
2017;27/08/2017;DAROU SINE;Feminin;Oui;09/02/2017;Principal
2018;20/03/2018;FISSEL 2;Masculin;Non;NULL;Principal
2017;01/01/1988;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;15/04/2004;FISSEL 1;Feminin;Oui;09/02/2017;Principal
2017;02/03/1998;KEUR MACODOU;Feminin;Oui;09/02/2017;Principal
2017;06/11/2005;BANANE;Masculin;Oui;25/01/2017;Principal
2018;24/06/2018;BOUNE FASSOW;Feminin;Non;NULL;Principal
2017;04/03/2000;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;09/10/1996;NDOCK SARE;Masculin;Oui;09/02/2017;Principal
2018;21/05/2018;KEUR MEDOUNE;Masculin;Non;NULL;Principal
2017;26/12/2016;PATAR LIA;Masculin;Non;NULL;Principal
2017;14/02/2005;PATAR LIA;Feminin;Oui;25/01/2017;Principal
2017;16/01/2009;GOSSAS VILLAGE;Masculin;Oui;09/02/2017;Principal
2017;02/03/1997;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2018;01/02/2017;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2017;06/07/2016;NDOCK SARE;Masculin;Non;NULL;Principal
2017;03/02/2010;PATAR LIA;Feminin;Oui;21/12/2016;Principal
2017;12/12/1988;KEUR YABY;Feminin;Oui;09/02/2017;Principal
2017;04/04/2004;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;26/07/2011;MBENGANE;Masculin;Oui;09/02/2017;Principal
2017;05/03/1997;KEUR SERIGNE NDIAKHATE;Masculin;Oui;09/02/2017;Principal
2017;01/07/2016;MBENGANE;Feminin;Non;NULL;Principal
2017;03/02/1997;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;14/03/1970;SOMB;Masculin;Oui;09/02/2017;Principal
2017;17/12/2014;KEUR DEMBA;Feminin;Oui;09/02/2017;Principal
2017;25/05/2005;KEUR YABI;Masculin;Oui;09/02/2017;Principal
2017;05/03/1958;MBENGANE;Masculin;Oui;09/02/2017;Principal
2017;20/04/2013;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;01/12/2007;FISSEL2;Masculin;Oui;21/12/2016;Principal
2017;13/03/1969;KEUR SERIGNE NDIAKHATE;Masculin;Oui;09/02/2017;Principal
2018;01/01/2007;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2017;05/01/2006;FISSEL2;Masculin;Oui;21/12/2016;Principal
2017;12/01/1989;KEUR SERIGNE DIAKHATE;Feminin;Oui;09/02/2017;Principal
2017;17/12/2014;KEUR DEMBA;Masculin;Oui;09/02/2017;Principal
2017;15/05/1989;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;07/03/2017;TOUNE;Feminin;Non;NULL;Principal
2018;18/05/2018;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2017;05/01/2005;KEUR MACODOU;Masculin;Oui;21/12/2016;Principal
2017;03/03/1999;KEUR SERIGNE DIAKHATE;Masculin;Oui;09/02/2017;Principal
2018;23/07/2018;BANANE;Masculin;Non;NULL;Principal
2017;10/05/1989;BANANE;Masculin;Oui;09/02/2017;Principal
2017;11/12/2006;FISSEL 2;Masculin;Oui;09/02/2017;Principal
2017;10/01/2005;KEUR MACODOU;Masculin;Oui;21/12/2016;Principal
2017;15/05/2012;KEUR DEMBA;Masculin;Oui;09/02/2017;Principal
2018;11/07/2018;BOUNE FASSOW;Masculin;Non;NULL;Principal
2017;25/02/1977;FISSEL2;Masculin;Oui;09/02/2017;Principal
2017;10/03/2017;PATAR LIA;Feminin;Non;NULL;Principal
2017;05/01/2006;KEUR YABY;Masculin;Oui;21/12/2016;Principal
2017;02/03/1986;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2018;04/04/2012;SOMB;Masculin;Oui;06/11/2017;Principal
2017;16/08/1996;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;15/06/2011;KEUR DEMBA;Feminin;Oui;09/02/2017;Principal
2018;30/12/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;28/07/1988;GOSSAS VILLAGE;Feminin;Oui;21/12/2016;Principal
2017;20/07/1999;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;29/03/2017;BANANE;Masculin;Non;NULL;Principal
2018;02/01/2012;SOMB;Feminin;Oui;06/11/2017;Principal
2017;09/12/2004;KEUR DEMBA;Feminin;Oui;09/02/2017;Principal
2017;30/04/1988;GOSSAS VILLAGE;Feminin;Oui;21/12/2016;Principal
2018;23/07/1998;DIAMBEYE;Feminin;Oui;08/08/2018;Principal
2017;16/03/1985;SOMB;Feminin;Oui;09/02/2017;Principal
2017;11/05/2007;GOSSAS VILLAGE;Feminin;Oui;21/12/2016;Principal
2017;09/02/1995;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;10/10/1974;SOMB;Masculin;Oui;09/02/2017;Principal
2017;01/01/2009;SOMB;Feminin;Oui;09/02/2017;Principal
2018;05/05/2015;NDOCK SARE;Masculin;Oui;15/03/2017;Principal
2017;16/03/2010;SOMB;Feminin;Oui;09/02/2017;Principal
2017;04/02/1999;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;05/04/1998;BOUSTANE DIAW;Feminin;Oui;15/03/2017;Principal
2017;10/05/2004;SOMB;Masculin;Oui;25/03/2017;Principal
2018;25/11/2017;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2017;10/11/2010;SOMB;Masculin;Oui;09/02/2017;Principal
2017;15/03/1998;GOSSAS VILLAGE;Feminin;Oui;09/02/2017;Principal
2017;12/08/1968;FISSEL1;Masculin;Oui;09/02/2017;Principal
2017;04/05/1988;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;24/03/2012;SOMB;Masculin;Oui;09/02/2017;Principal
2018;20/05/1995;SOUMBEL KEUR LATYR;Feminin;Oui;16/10/2015;Principal
2017;01/01/2005;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;01/02/1999;BOUSTANE ARAFINA;Masculin;Oui;07/04/2017;Principal
2017;05/08/1987;GOSSAS VILLAGE;Feminin;Oui;09/02/2017;Principal
2018;02/02/1990;TOUNE;Feminin;Oui;07/06/2018;Principal
2017;24/01/1988;GOSSAS VILLAGE;Feminin;Oui;09/02/2017;Principal
2017;27/05/2015;SOMB;Masculin;Oui;09/02/2017;Principal
2017;30/09/1998;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;20/12/1986;NDOCK DIOUMA ;Masculin;Oui;09/02/2017;Principal
2018;08/07/2018;SAKHMACK;Masculin;Non;NULL;Principal
2017;11/07/1997;TOUBA SINE;Feminin;Oui;09/02/2017;Principal
2017;07/02/2007;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;07/01/2017;SOB;Masculin;Non;NULL;Principal
2017;27/09/2014;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2018;04/01/2018;NDIOURBEL DEMBAROU;Feminin;Non;NULL;Principal
2017;12/04/2009;KEUR SERIGNE NDIAKHATE;Feminin;Oui;09/02/2017;Principal
2017;24/03/2012;SOMB;Masculin;Oui;09/02/2017;Principal
2017;21/01/2017;SOB;Masculin;Non;NULL;Principal
2018;04/01/2010;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2017;01/01/1991;NDIOURBEL SINE;Masculin;Oui;09/02/2017;Principal
2017;05/01/2007;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2018;22/05/2018;KEUR MEDOUNE;Masculin;Non;NULL;Principal
2017;21/01/2017;SOB;Masculin;Non;NULL;Principal
2017;10/03/2002;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2018;18/06/2018;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2017;01/02/2008;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2018;24/07/2018;NDIOURBEL SINE;Feminin;Non;NULL;Principal
2017;03/01/2007;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2017;11/08/1999;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;05/01/2017;DIAMBEYE;Feminin;Oui;NULL;Principal
2017;04/03/1993;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;03/04/2008;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2018;16/06/2018;SOMB;Feminin;Non;NULL;Principal
2017;07/11/1996;NDOCK SARE;Masculin;Oui;09/02/2017;Principal
2017;15/03/1995;KEUR NDIOUGA;Feminin;Oui;09/02/2017;Principal
2017;15/05/2008;SOMB;Masculin;Oui;09/02/2017;Principal
2017;24/03/2005;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2018;30/04/2018;SOMB;Feminin;Non;NULL;Principal
2017;01/01/2004;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;01/01/1960;SOMB;Feminin;Oui;09/02/2017;Principal
2017;18/02/2013;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;08/03/1995;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;16/03/1982;KEUR YORO;Masculin;Oui;07/04/2017;Principal
2017;02/04/2007;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;02/03/2009;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2018;05/01/2010;NDIOURBEL SINE;Feminin;Oui;06/11/2011;Principal
2017;01/01/1984;NDIOURBEL SINE;Feminin;Oui;07/04/2017;Principal
2017;08/02/2014;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;01/02/1979;BANANE;Masculin;Oui;09/02/2017;Principal
2017;06/02/2017;DIENDER;Masculin;Non;NULL;Principal
2018;10/01/1999;SOMB;Masculin;Oui;09/02/2018;Principal
2017;26/04/1967;KEUR MEDOUNE;Masculin;Oui;09/02/2017;Principal
2017;12/03/1994;SOMB;Feminin;Oui;09/02/2017;Principal
2017;14/02/1999;BADIANE;Feminin;Oui;09/02/2017;Principal
2017;29/09/1991;KEUR DEMBA;Masculin;Oui;07/04/2017;Principal
2017;31/12/1989;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;01/01/1989;BADIARA;Feminin;Oui;27/03/2017;Principal
2018;08/04/2018;BANANE;Masculin;Non;NULL;Principal
2017;16/09/1995;GAPASSEL;Feminin;Oui;09/02/2017;Principal
2017;01/02/1997;SOMB;Feminin;Oui;07/04/2017;Principal
2017;14/08/1972;SOMB;Masculin;Oui;09/02/2017;Principal
2018;09/07/2018;SAKHMACK;Feminin;Non;NULL;Principal
2017;20/09/1997;BANANE;Masculin;Oui;09/02/2017;Principal
2017;21/02/2017;NDOCK SARE;Masculin;Non;NULL;Principal
2017;01/01/1994;GOSSEL;Masculin;Oui;15/03/2017;Principal
2017;06/01/2012;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2018;23/09/2018;SOMB;Feminin;Non;NULL;Principal
2017;10/05/1999;SOMB;Feminin;Oui;09/02/2017;Principal
2017;02/04/1975;SOMB;Feminin;Oui;09/02/2017;Principal
2017;15/01/1994;FISSEL1;Feminin;Oui;09/02/2017;Principal
2018;06/08/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2017;01/02/1998;PATAR LIA;Masculin;Oui;09/02/2017;Principal
2017;01/01/1999;PATAR LIA;Feminin;Oui;07/04/2017;Principal
2017;26/06/1986;SOMB;Feminin;Oui;09/02/2017;Principal
2018;08/01/2018;MBENGANE;Masculin;Non;NULL;Principal
2017;03/03/1999;NDOCK SARE;Feminin;Oui;09/02/2017;Principal
2017;05/03/1990;SOMB;Feminin;Oui;09/02/2017;Principal
2017;01/01/1982;PATAR LIA;Feminin;Oui;07/04/2017;Principal
2017;10/04/1981;SOMB;Masculin;Oui;09/02/2017;Principal
2018;12/04/2018;FISSEL 2;Masculin;Non;NULL;Principal
2017;03/03/1998;KEUR SERIGNE NDIAKHATE;Feminin;Oui;09/02/2017;Principal
2018;12/04/2018;FISSEL 2;Masculin;Non;NULL;Principal
2017;28/12/1993;SOMB;Feminin;Oui;07/04/2017;Principal
2017;10/07/2000;FISSEL2;Feminin;Oui;09/02/2017;Principal
2018;02/05/2018;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2017;09/02/2006;SOMB;Feminin;Oui;09/02/2017;Principal
2017;03/12/2016;BOUSTANE LO;Masculin;NON;NULL;Principal
2017;20/03/1982;NDIOURBEL SINE;Masculin;Oui;09/02/2017;Principal
2017;01/01/1994;KEUR MACODOU;Feminin;Oui;07/04/2017;Principal
2018;06/12/2017;SAKHMACK;Masculin;Non;NULL;Principal
2017;19/02/1992;NDIOURBEL DEMBARY;Feminin;Oui;09/02/2017;Principal
2018;09/09/2018;BANANE;Masculin;Non;NULL;Principal
2017;02/04/1994;NDIOURBEL DEMBARY;Masculin;Oui;09/02/2017;Principal
2017;10/04/1990;SOMB;Feminin;Oui;09/02/2017;Principal
2017;30/12/2000;PATAR LIA;Feminin;Oui;07/04/2017;Principal
2017;08/12/1989;SOMB;Feminin;Oui;19/03/2017;Principal
2018;10/10/2007;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2017;05/03/1980;SOMB;Feminin;Oui;09/02/2017;Principal
2017;01/01/1988;GASSEL;Feminin;Oui;09/02/2017;Principal
2018;09/02/1985;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2017;01/01/1998;GASSEL;Masculin;Oui;09/02/2017;Principal
2017;01/02/1995;SOMB;Masculin;Oui;15/03/2017;Principal
2017;01/01/2002;MBEGANE;Masculin;Oui;07/04/2017;Principal
2018;12/01/1996;NDOCK SARE;Masculin;Oui;07/06/2017;Principal
2017;10/10/1983;SOMB;Feminin;Oui;09/02/2017;Principal
2017;03/02/1990;GASSEL;Masculin;Oui;09/02/2017;Principal
2018;02/04/2000;NDOCK SARE;Feminin;Oui;06/11/2017;Principal
2017;02/03/1999;BANANE;Masculin;Oui;15/03/2017;Principal
2017;04/06/1999;BANANE;Masculin;Oui;15/03/2017;Principal
2017;20/10/1995;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;01/02/2010;DIENDER;Masculin;Oui;07/04/2017;Principal
2017;09/03/2017;METH;Feminin;Non;NULL;Principal
2017;05/02/1998;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;05/01/1998;BANANE;Feminin;Oui;15/03/2017;Principal
2017;01/01/1997;MOUNGOUNIANE;Feminin;Oui;07/04/2017;Principal
2017;01/01/1977;KEUR SERIGNE NDIAKHATE;Masculin;Oui;07/04/2017;Principal
2017;12/03/1998;TOUNE;Masculin;Oui;09/02/2017;Principal
2017;17/03/1971;TOUNE;Masculin;Oui;09/02/2017;Principal
2017;10/04/2012;SAKHMACK;Feminin;Oui;15/03/2017;Principal
2017;09/10/1993;BOUNE FASSOW;Masculin;Oui;19/04/2017;Principal
2017;10/07/1996;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;06/11/2006;NDOCK PEULH;Masculin;Non;NULL;Principal
2017;01/01/1986;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2017;22/03/1997;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;01/01/1992;SAKHMACK;Feminin;Oui;15/03/2017;Principal
2017;01/01/1981;KEUR MACODOU;Feminin;Oui;12/04/2017;Principal
2017;21/05/1996;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;30/11/2017;BANANE;Masculin;Non;NULL;Principal
2017;08/08/1998;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2017;05/01/1996;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;10/05/1991;KEUR DEMBA;Feminin;Oui;09/02/2017;Principal
2017;15/02/1985;NDOCK SARE;Feminin;Oui;15/03/2017;Principal
2017;20/10/1994;SAKHMACK;Feminin;Oui;15/03/2017;Principal
2017;06/04/1995;TOUNE;Feminin;Oui;09/02/2017;Principal
2017;05/11/1992;NDOCK SARE;Masculin;Oui;22/11/2017;Principal
2017;07/08/1989;TOUNE;Masculin;Oui;09/02/2017;Principal
2017;03/07/1983;PATAR LIA;Masculin;Oui;15/03/2017;Principal
2017;17/04/2013;KEUR NDIOUGA;Masculin;Oui;15/03/2017;Principal
2017;01/01/1968;BANANE;Masculin;Oui;15/03/2017;Principal
2017;25/04/2010;SOMB;Masculin;Oui;09/02/2017;Principal
2017;01/02/1988;NDIEBEL;Feminin;Oui;09/02/2017;Principal
2017;17/04/1992;SOMB;Feminin;Oui;06/11/2017;Principal
2017;05/04/2013;BOUNE FASSOW;Feminin;Oui;09/02/2017;Principal
2017;03/11/2012;KEUR NDIOUGA;Feminin;Oui;15/03/2017;Principal
2017;18/10/2007;SOMB;Feminin;Oui;09/02/2017;Principal
2017;10/03/2005;BADIARA;Masculin;Oui;15/03/2017;Principal
2017;05/04/2013;BOUNE FASSOW;Feminin;Oui;09/02/2017;Principal
2017;22/04/1988;SOMB;Feminin;Oui;06/11/2017;Principal
2017;08/03/2017;SOMB;Feminin;Oui;09/02/2017;Principal
2017;13/02/1989;SOMB;Masculin;Oui;09/02/2017;Principal
2017;19/03/1998;NDIEBEL;Feminin;Oui;15/03/2017;Principal
2017;17/02/1989;SOMB;Masculin;Oui;09/02/2017;Principal
2017;02/02/2000;PATAR LIA;Feminin;Oui;15/03/2017;Principal
2017;16/01/2000;SOMB;Masculin;Oui;06/11/2017;Principal
2017;17/05/2007;SOMB;Feminin;Oui;09/02/2017;Principal
2017;12/03/2017;GOSSAS VILLAGE;Feminin;Non;NULL;Principal
2017;23/03/2011;SOMB;Masculin;Oui;09/02/2017;Principal
2017;02/03/1998;BADIARA;Feminin;Oui;15/03/2017;Principal
2017;01/07/2016;MBASSEL;Masculin;Non;NULL;Principal
2017;05/01/2012;SOMB;Masculin;Oui;09/02/2017;Principal
2017;13/08/2017;SOMB;Masculin;Oui;09/02/2017;Principal
2017;30/06/2013;SOMB;Feminin;Oui;06/11/2017;Principal
2017;04/03/1999;PATAR LIA;Feminin;Oui;15/03/2017;Principal
2017;15/11/2016;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2017;10/07/1990;SOMB;Feminin;Oui;09/02/2017;Principal
2017;05/05/2005;BOUNE FASSOW;Masculin;Oui;07/06/2017;Principal
2017;04/01/2009;SOMB;Masculin;Oui;06/11/2017;Principal
2017;25/07/1993;SOMB;Feminin;Oui;09/02/2017;Principal
2017;06/06/1992;SOMB;Feminin;Oui;09/02/2017;Principal
2017;01/01/1987;NDOCK DIOUMA LEOUROU;Feminin;Oui;15/03/2017;Principal
2017;10/08/2008;SOMB;Masculin;Oui;06/11/2017;Principal
2017;18/07/2006;BOUNE FASSOW;Masculin;Oui;09/02/2017;Principal
2017;07/12/2016;DIAMBEYE;Masculin;Non;NULL;Principal
2017;31/03/2017;BANANE;Feminin;Non;NULL;Principal
2017;02/03/1969;PATAR LIA;Masculin;Oui;07/06/2017;Principal
2017;10/05/1984;NDOCK DIOUMA;Feminin;Oui;09/02/2017;Principal
2017;05/01/1997;NDIOURBEL SINE;Masculin;Oui;09/02/2017;Principal
2017;05/02/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;30/08/2012;SOMB;Masculin;Oui;06/11/2017;Principal
2017;01/05/1997;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;05/02/1997;KEUR MEDOUNE;Masculin;Oui;09/02/2017;Principal
2017;12/05/2007;SOMB;Masculin;Oui;06/11/2017;Principal
2017;06/12/1999;NDOCK DIOUMA;Feminin;Oui;09/02/2017;Principal
2017;10/01/2008;TOUNE;Masculin;Oui;07/04/2017;Principal
2017;01/01/1991;BADIARA;Feminin;Oui;09/02/2017;Principal
2017;07/05/1997;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;02/03/2017;SOMB;Feminin;Non;NULL;Principal
2017;25/04/2008;SOMB;Masculin;Oui;06/11/2017;Principal
2017;01/01/1998;DAROU SINE;Masculin;Oui;15/03/2017;Principal
2017;01/05/1985;NDOCK DIOUMA;Feminin;Oui;09/02/2017;Principal
2017;10/01/2009;SOMB;Masculin;Oui;06/11/2017;Principal
2017;29/08/1995;TOUNE;Masculin;Oui;09/02/2017;Principal
2017;08/07/2011;SOMB;Feminin;Oui;07/06/2017;Principal
2017;20/05/1979;DAROU SINE;Masculin;Oui;07/04/2017;Principal
2017;10/01/2009;SOMB;Masculin;Oui;06/11/2017;Principal
2017;07/05/2017;LONDIOR;Masculin;Non;NULL;Principal
2017;03/05/1970;NDIOURBEL SINE;Masculin;Oui;09/02/2017;Principal
2017;01/01/2004;NDOCK DIOUMA LEOUROU;Masculin;Oui;09/02/2017;Principal
2017;05/06/1970;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;04/04/2017;SOMB;Masculin;Non;NULL;Principal
2017;03/01/2000;NDIOURBEL SINE;Masculin;Oui;09/02/2017;Principal
2017;06/08/2009;NDOCK DIOUMA LEOUROU;Feminin;Oui;09/02/2017;Principal
2017;02/04/1996;BOUNE FASSOW;Feminin;Oui;07/04/2017;Principal
2017;05/06/1988;GOSSAS VILLAGE;Feminin;Oui;09/02/2017;Principal
2017;22/04/2017;BOUSTANE LO;Feminin;Non;NULL;Principal
2017;01/04/1997;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;01/05/2010;NDOCK DIOUMA LEOUROU;Feminin;Oui;09/02/2017;Principal
2017;12/03/1997;GOSSAS VILLAGE;Feminin;Oui;09/02/2017;Principal
2017;15/02/2015;DIENDER;Masculin;Oui;09/02/2017;Principal
2017;05/01/2007;NDOCK DIOUMA LEOUROU;Feminin;Oui;09/02/2017;Principal
2017;01/02/1972;BANANE;Feminin;Oui;07/04/2017;Principal
2017;04/11/2017;KEUR NDIOUGA;Masculin;Non;NULL;Principal
2017;02/04/1998;DAROU SINE;Masculin;Oui;15/03/2017;Principal
2017;05/05/1985;DAROU SINE;Masculin;Oui;15/03/2017;Principal
2017;05/08/1980;PATAR LIA;Masculin;Oui;22/11/2017;Principal
2017;03/01/2012;NDOCK DIOUMA LEOUROU;Feminin;Oui;09/02/2017;Principal
2017;18/08/1988;MBENGANE;Feminin;Oui;09/02/2017;Principal
2017;10/01/1995;DAROU SINE;Masculin;Oui;15/03/2017;Principal
2017;12/03/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;01/01/1978;MBENGANE;Feminin;Oui;09/02/2017;Principal
2017;09/06/2017;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2017;04/06/1994;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;25/04/1982;SOMB;Masculin;Oui;06/11/2017;Principal
2017;10/01/2009;SAKHMACK;Feminin;Oui;09/03/2017;Principal
2017;01/01/1997;BOUSTANE ARAFINA;Feminin;Oui;09/02/2017;Principal
2017;04/06/2009;SOMB;Masculin;Oui;07/06/2017;Principal
2017;04/01/2004;SOMB;Feminin;Oui;06/11/2017;Principal
2017;18/08/1984;DIABY KONDEL;Masculin;Oui;09/02/2017;Principal
2017;03/03/1997;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;05/05/1992;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;15/05/1996;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;22/04/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;04/04/1985;BOUNE FASSOW;Masculin;Oui;15/03/2017;Principal
2017;03/05/2009;SOMB;Masculin;Oui;07/06/2017;Principal
2017;24/12/1969;SOMB;Masculin;Oui;09/02/2017;Principal
2017;22/05/2017;TOUNE;Masculin;Non;NULL;Principal
2017;05/01/1987;SOMB;Masculin;Oui;09/02/2017;Principal
2017;10/11/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;02/02/2006;SAKHMACK;Feminin;Oui;15/03/2017;Principal
2017;10/05/1997;SOMB;Feminin;Oui;07/06/2017;Principal
2017;18/04/1990;MBENGANE;Feminin;Oui;09/02/2017;Principal
2017;06/05/1999;BOUSTANE LO;Masculin;Oui;09/02/2017;Principal
2017;04/03/1998;BOUNE FASSOW;Masculin;Oui;15/03/2017;Principal
2017;03/04/1996;SOMB;Feminin;Oui;07/06/2017;Principal
2017;02/03/1999;BOUSTANE LO;Masculin;Oui;09/02/2017;Principal
2017;05/03/1997;BOUSTANE LO;Masculin;Oui;09/02/2017;Principal
2017;18/03/2007;SOMB;Feminin;Oui;06/11/2017;Principal
2017;02/04/1998;KEUR SERIGNE NDIAKHATE;Masculin;Oui;09/02/2017;Principal
2017;05/02/2009;BOUNE FASSOW;Feminin;Oui;15/03/2017;Principal
2017;02/02/2011;SOMB;Masculin;Oui;06/11/2017;Principal
2017;02/03/1997;DIAMBEYE;Masculin;Oui;09/02/2017;Principal
2017;14/12/1975;NDOCK SARE;Masculin;Oui;09/02/2017;Principal
2017;10/04/1990;SOMB;Masculin;Oui;06/11/2017;Principal
2017;02/01/1997;DIAMBEYE;Feminin;Oui;09/02/2017;Principal
2017;05/04/2009;SOMB;Masculin;Oui;06/11/2017;Principal
2017;02/06/2017;SOMB;Masculin;Non;NULL;Principal
2017;01/02/2005;SAKHMACK;Masculin;Oui;15/03/2017;Principal
2017;06/01/2006;PATAR LIA;Feminin;Oui;09/02/2017;Principal
2017;05/05/2009;SOMB;Masculin;Oui;06/11/2017;Principal
2017;05/02/1992;SOUMBEL KEUR LATYR;Feminin;Oui;09/02/2017;Principal
2017;01/05/1995;BOUNE FASSOW;Feminin;Oui;15/03/2017;Principal
2017;20/05/1999;SOMB;Masculin;Oui;06/11/2017;Principal
2017;29/05/2017;KEUR AMADOU DIOP;Masculin;Non;NULL;Principal
2017;13/03/2007;SOMB;Feminin;Oui;06/11/2017;Principal
2017;03/02/1997;BOUNE FASSOW;Feminin;Oui;15/03/2017;Principal
2017;01/02/2007;SOMB;Feminin;Oui;06/11/2017;Principal
2017;14/05/2017;BOUNE FASSOW;Masculin;Non;NULL;Principal
2017;11/11/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;05/05/2011;SOMB;Masculin;Oui;06/11/2017;Principal
2017;01/04/2008;SOMB;Masculin;Oui;06/11/2017;Principal
2017;26/03/2015;NDOCK SARE;Feminin;Oui;03/05/2017;Principal
2017;09/09/2017;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2017;12/04/2008;SOMB;Masculin;Oui;06/11/2017;Principal
2017;02/01/1997;NDOCK SARE;Feminin;Oui;19/04/2017;Principal
2017;02/02/2011;SOMB;Feminin;Oui;06/11/2017;Principal
2017;02/02/2008;SOMB;Feminin;Oui;06/11/2017;Principal
2017;30/09/2017;KEUR MEDOUNE;Masculin;Non;NULL;Principal
2017;03/03/2017;NDOCK SARE;Feminin;Non;NULL;Principal
2017;20/01/1999;PATAR LIA;Feminin;Oui;19/04/2017;Principal
2017;13/03/2008;SOMB;Masculin;Oui;06/11/2017;Principal
2017;03/03/1999;DAROU SINE;Masculin;Oui;15/03/2017;Principal
2017;03/04/2011;SOMB;Masculin;Oui;06/11/2017;Principal
2017;03/10/2017;FISSEL;Feminin;Non;NULL;Principal
2017;02/03/1999;DAROU SINE;Feminin;Oui;15/03/2017;Principal
2017;05/03/2000;SOUMBEL KEUR LATYR;Masculin;Oui;09/02/2017;Principal
